run-id,use_vernalisation_fix,yields,bgr,pheno,sowing-date,harvest-date,nc_mode,crop-id,sim.json,crop.json,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_name
11,True,False,False,True,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,simulation_runs_with_dwd_ensemble,
12,True,False,False,True,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,simulation_runs_with_dwd_ensemble,
13,True,False,False,True,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,simulation_runs_with_dwd_ensemble,
14,True,False,False,True,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,simulation_runs_with_dwd_ensemble,
15,True,False,False,True,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,simulation_runs_with_dwd_ensemble,
16,True,False,False,True,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,simulation_runs_with_dwd_ensemble,
17,True,False,False,True,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,simulation_runs_with_dwd_ensemble,
18,True,True,False,False,fixed,auto,False,WB_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1970-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,100_256_230_100_267_25,historic_runs_for_validation,
19,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
20,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
21,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
22,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
23,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
24,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
25,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
26,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
27,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
28,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,1960-01-01,2099-11-30,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
29,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
30,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
31,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
32,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
33,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
34,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
35,True,False,False,True,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,simulation_runs_with_dwd_ensemble,
36,True,True,False,False,fixed,auto,False,SB_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1970-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.87,100_140_330_270_160_25,historic_runs_for_validation,
37,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
38,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
39,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
40,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
41,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
42,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
43,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
44,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
45,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
46,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,1960-01-01,2099-11-30,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
47,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
48,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
49,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
50,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
51,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
52,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
53,True,False,False,True,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,simulation_runs_with_dwd_ensemble,
54,True,True,False,False,fixed,auto,False,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1970-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,historic_runs_for_validation,
55,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
56,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
57,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
58,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
59,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
60,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
61,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
62,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
63,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
64,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,1960-01-01,2099-11-30,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
65,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
66,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
67,True,False,False,True,fixed,auto,False,WR_sfix_hauto,sim.json,crop.json,site.json,True,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,1960-01-01,2099-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.88,148_210_230_160_350_25,simulation_runs_with_dwd_ensemble,
